,album titles,artists,review titles,reviews
847,Prestige,엄정화,"엄정화의 대중음악상 수상작, [Prestige]","엄정화의 9번째 앨범 [Prestige]는 주영훈, 윤일상, 조규만, 김형석 등 인기 작곡가의 시대가 저물고 음악시장이 3대 기획사 체제로 재편되는 과정에서 그 흐름의 변화를 정확히 짚어낸 앨범이다. 7집 [화] 이후 음악 시장의 변화를 직감하고 있었던 엄정화의 매니지먼트측은 8집 [Self Control]에서 기성의 인기 작곡가들을 약간 포용하면서도 정재형이나 지누(히치하이커) 같이 개성이 뚜렷한 작곡가들을 끌어들였고 그 결과 'Eternity'나 'Union Of The Snake' 같은 괜찮은 트랙들을 생산해 냈다. 하지만 오버와 언더 두 마리의 토끼를 쫓는 형국이 되어 평론가들에게는 어정쩡한 동거로 보였다.

그걸 만회하기 위해 엄정화는 [Prestige]에서는 차세대 작곡가들과만 작업하면서 전작의 대중적 실패를 딛기 위해 몰두한다. 그 선봉은 롤러코스터의 지누가 맡았고 W와 캐스커, 페퍼톤즈 등 자기만의 세계를 갖고 있는 싱어송라이터 스타일의 프로듀서들이 합류했다. 이 콜라보는 아마도 삐삐밴드 출신의 이윤정 이후 처음으로 메이저 여성 가수의 본격적인 일렉트로닉 시추선으로 기억될 것이다. 결과 역시 평단의 호평을 이끌며 양질의 음악들이 프로듀서들에 의해 탄생되었고 엄정화의 퍼포먼스도 작가들의 세계에 파묻히지 않고 제목소리를 냈다는 중평을 얻어냈다. 'Shining Star'나 'Dance With Me'와 같이 감각적인 트랙들은 여전히 그 증명을 유효하게 한다.

하지만 연기까지 접으면서 홍보에 매진했음에도 이 앨범은 시대적 흐름에 있어 대중들의 선택을 받지는 못했다. 후크송의 열기 이후에나 등장하는 일렉트로 계열의 다양한 색채들이 미리 선점되어 있기 때문이다. 무엇보다도 히치하이커가 샤이니와 f(x)의 앨범으로 대중적, 비평적 성공을 거둔 걸 감안하면 그렇다. 그래서 '여왕 폐하의 순정'은 <토토가>에서 보여준 카리스마와 무대 장악력으로 거침없이 뻗어가던 여제가 대중적 참패를 맛본 뒤안길에서 느꼈을 소외감을 어림케 한다.

하지만 엄정화는 그렇게 호락호락 물러서진 않고 이 앨범으로는 대중음악상을, 그 다음 앨범 [D.I.S.C.O]로는 놓쳤던 인기의 끈을 다시 부여잡는다. 그 디딤돌은 인기의 절정으로 달려가는 3대 기획사 중 개성적인 면모로 대중적 시선을 사로잡기 시작한 Y.G의 작가들, 그리고 '강남 스타일'의 신화를 창조하게 되는 유건형이었다. [D.I.S.C.O]는 비록 그 한 축의 힘을 빌리긴 했지만 3강 구도를 형성하며 음원 차트를 싹쓸이하기 시작한 아이돌 음악의 강세 속에서 이효리의 'U Go Girl'과 함께 나이어린 친구들에게 몰리는 시선을 분산시켜 주었다."
848,Who You Are (Deluxe Edition),Jessie J(제시 제이),"명실상부 영국 최고의 실력파 여성보컬, 제시 제이","2011년 영국을 발칵 뒤집은 실력파 보컬리스트 제시 제이(Jessie J, 본명:Jessica Ellen Cornish)는 영국의 싱어송라이터로, 어렸을 적부터 예술 분야에 두각을 드러내며 가수로 뜨기 이전에 이미 크리스 브라운이나 마일리 사이러스 같은 유명 아티스트의 곡을 쓰며 작곡가로 활동하였다. 메이저 레이블과 계약한 이후 2005년부터 첫 정규작 제작에 착수한 그녀는 무려 6년이라는 긴 시간이 지나서야 앨범을 발표했는데, 자신의 첫 싱글이지만 사실 리한나에게 줄 심산으로 만든 'Do It Like A Dude'와 영국을 비롯해 19개국 차트 석권한 'Price Tag', UK 탑20를 찍은 'Nobody's Perfect'와 'Who's Laughing Now', 그리고 그녀가 전하는 진정한 힐링 트랙 'Who You Are' 등이 수록된 막강한 데뷔작으로 당시 영국과 전세계의 스포트라이트를 동시에 받으며 화려한 신고식을 치뤘다.

오랜 시간에 걸쳐 심혈을 기울인 이 앨범은 릴리즈와 동시에 UK 앨범차트 2위에 오르고 전세계적으로 성공을 거두며 무서운 저력을 드러냈는데, 이 앨범에서만 무려 6개의 넘버원 싱글을 뽑아내면서 레이디 가가, 케이티 페리, 마이클 잭슨 등 유명 팝 아티스트들과 어깨를 나란히 하는 경이로운 기록을 세웠다. 2011년 <브릿어워드> 크리틱스 초이스, <BBC Sound Of 2011>에 선정되며 그야말로 2011년을 대표하는 아티스트로 떠오른 그녀는 2012년 런던 올림픽에서 세계적인 밴드 퀸과 함께 클로징 무대를 장식하면서 명실상부한 영국 최고의 보컬리스트로 자리매김 하였다.

지난 2014년 아리아나 그란데, 니키 미나즈와 함께 작업한 넘버원 싱글 'Bang Bang'으로 변함없는 가창력을 과시하며 통산 세번째 정규작을 발표해서 많은 사랑을 받은 그녀는 뛰어난 작곡 실력을 넘어서는 완벽한 가창력, 그리고 힙합, 알앤비, 일렉트로닉 등 모든 장르를 소화하는 소울풀한 보이스로 자신만의 음악적 세계를 구축해 나가고 있는데, 이 앨범은 초창기 그녀가 작곡한 곡을 비롯해 수록곡 대부분이 큰 인기를 끌었던, 그리고 그녀를 단숨에 영국 대표 싱어송라이터로 떠오르게 한 베스트 오브 베스트 앨범이다."
849,The London Sessions,Mary J. Blige(메리 제이 블라이즈),"영국에서 만든 앨범, [The London Sessions]","이번 메리제이의 앨범을 비유하자면 힙합소울 첨가물은 줄이고 알앤비, 두왑, 팝발라드 원료에 일렉트로닉, 하우스 첨가물이 더해졌다고 할 수 있다. 그리고 ‘Made in UK’ 다. 이 앨범이 어떤 느낌인지 상상이 가는가? 런던에서 제일 잘나가는 뮤지션들과 함께한 이번 앨범 [The London Sessions]에는 2014년 각종 시상식을 휩쓴 샘 스미스(Sam Smith)와 함께한 1번 트랙 ‘Theraphy’를 비롯하여, 가장 핫한 일렉트로닉 형제 디스클로저(Disclosure)와 함께한 ‘Right Now’, 잔잔한 피아노 멜로디와 위로가 되는 가사가 마음으로 와닿는 ‘Not Loving You’, 그리고 영국 소울처녀 에밀리 산데(Emile Sande)와 함께한 ‘Whole Damn Year'까지 결코 놓칠 수 없는 곡들이 수록되어있다. “US와 UK 경계를 허문 콜라보 앨범”이라는 소개가 딱 들어맞게 잘 완성된 이번 앨범은 총 20일 만에 제작이 완료 되었다고 한다. ‘힙합소울 퀸’이라는 전성기 시절을 지나, 조금은 두려웠을 수도 있을 새로운 음악적 시도를 과감하게 진행한 메리제이의 도전과 노력에 박수를 보내며, 다음 앨범에서는 영국이 아닌 다른 나라와의 콜라보 앨범도 기대해 본다.(조심스럽게 한국도 포함해서. 하하) (글:끌로이킴)"
850,Mostly Coltrane,Steve Kuhn(스티브 쿤) & Joe Lovano(조 로바노),자신의 마음을 반영한 아련한 서정,1960년대 존 콜트레인이 그 유명한 클래식 쿼텟을 결성할 때 제일 먼저 생각했던 피아노 연주자는 20대 초반의 스티브 쿤이었다. 그래서 두 연주자는 몇 개월간 함께하기도 했지만 서로 음악적 결이 맞지 않아 각자의 길을 가야 했다. 당시의 추억이 70세가 되던 2008년 떠올랐던 듯 스티브 쿤은 자신의 트리오에 색소폰 연주자 조 로바노를 합류시킨 이 앨범에서 존 콜트레인을 추억했다. 그래서 ‘I Want To Talk About You’ ‘Crescent’ ‘Central Park West’ ‘Spiritual’ 등 존 콜트레인의 주요 레퍼토리를 연주했다. 이들 곡을 그는 존 콜트레인 스타일의 재현이 아니라 그를 추억하는 자신의 마음을 반영한 듯 아련한 서정을 담아 연주했다. (글:최규용)
851,국풍 '13,오대리,도시의 뒷골목 같은 앨범,"'국풍(國風)'은 사서삼경에서 '지역사회의 풍속을 담은 음악'을 통칭하는 단어다. 오대리는 2013년을 전후로 사회에서 발생한 일련의 현상을 포착하여 음반에 담았다. 앨범의 제목과 아트워크에서 ‘국풍 81’을 패러디했다는 사실도 쉽게 눈치챌 수 있다. '화형식', '미네르바', 'La Musica De Hikikomori', '이교도' 등의 곡명은 하나같이 기괴하고 스산해서 비현실적으로 다가온다. 하지만 모두 한국 사회가 앓고 있는 질병이다. 그렇다면 앨범의 포문을 여는 트랙이기도 한 '마계촌'은 사실 먼 곳에 있는 게 아니라 우리가 내딛고 있는 현실일는지도 모른다.
오대리가 묘사하는 세상은 애초에 해독할 수 없어 보인다. 모든 곡이 히스 사운드, 영상 클립, 글리치, 노이즈로 점철되어 있으며, 아귀가 맞지 않는 퍼즐처럼 복잡하게 엮여 있기 때문이다. 베드룸 레코딩이 보편화되면서 새로운 텍스처와 방법론의 필요성을 인지한 시도였다. 그는 마치 과학자처럼 소리의 물성을 탐구했고, 접촉하고 타격하면서 공기에 일어나는 진동의 다양한 형태를 담았다. 이쯤 되면 그의 표현이 불친절하고 난해한 점은 숙명으로 느껴진다. 오대리의 음악은 정밀화가 아니라 추상화다. 무수한 신호와 메타포 속에 갇힌 의미를 각자 내재화하는 것이 이 음반의 감상법이다. (글:정은정)"
852,Le Voyage De Sahar,Anouar Brahem(아누아르 브라헴),"처연함이 감도는 멜로디와 유랑자적 정서, 감상자를 깊은 침잠의 세계","우드 연주자 아누아 브라헴은 프랑소와 쿠튀리에(피아노), 쟝 루이 마티니에(아코데온)과 함께 트리오를 이루어 아랍의 신비로운 분위기와 인상주의 클래식의 고요한 서정을 결합한 앨범 두 장을 녹음했다. 그 두 번째 결과물에 해당하는 이 앨범에서 그는 처연함이 감도는 멜로디와 유랑자적 정서, 감상자를 깊은 침잠의 세계로 이끄는 공간감이 어우러진 그림 같은 음악을 들려주었다. 또한 그것은 아랍세계에서 출발해 스페인의 플라맹코, 중세의 클래식, 프랑스 인상주의 음악, 나아가 아스토르 피아졸라의 누에보 탕고를 가로 지르는 음악적 여정을 바탕으로 하고 있다. 앨범 타이틀이 말하는 사하르라는 아랍여성의 여행은 이를 의미한다. 그 가운데 ‘La Chambre’는 트리오의 시정을 가장 잘 드러낸 곡이다. (글:최규용)"
853,The Massive,파라노이드(ParaNoyd),경계를 넘나드는 음악적 실험,"장르를 이용하는 방법은 크게 두 가지다. 기존 문법에 충실하거나, 다른 장르의 요소를 가미해 재해석하거나. 파라노이드(ParaNoyd)는 위에서 언급한 방식을 모두 취했다. 1집 [Massive Beatlogy]는 턴테이블리즘 문법에 충실한 익스페리멘탈을 선보였고, 2집 [The Massive]에서는 1집의 특성을 유지하면서 당시에 세계적으로 유행한 덥스텝을 융합했다. 그는 일상에서 느끼는 역하고 악한 감정을 미화하거나 우회하지 않고 구토하듯이 적나라하게 표출했다. 사운드 구현 측면에서는 힙합이 지닌 감성 안에 덥스텝을 효과적으로 적용했다. 소리가 지닌 질감과 이미지를 공감각적인 수준으로 끌어올렸는데, 스크래치 사운드와 디스토션이 잔뜩 걸린 워블 베이스가 교차하고 중첩되며 사납게 짖어댄다. 타이틀 곡인 'Rain Drop'은 차분한 키보드 연주가 반복되는 가운데 지글대는 베이스 라인이 개입하면서 분위기가 점차 고조된다. 'Vengence'는 같은 삼단 레코즈(3rd Records) 소속의 덥스텝 음악가인 포틀래치(Potlatch)가 참여하여 하드코어한 사운드를 들려준다. 이제 힙합이냐 전자음악이냐를 구분하는 것은 무의미해 보인다. 음악적으로 좋은 실험이자 성과에 해당하는 작품이다. (글:정은정)"
854,Jumping The Creek,Charles Lloyd(찰스 로이드),서정적 아름다움을 담은 발라드 연주,"빌리 히긴즈의 사망 이후 찰스 로이드는 서정적 아름다움을 담은 발라드 연주를 잊지 않으면서도 조금은 진보적인 방향을 추구했다. 제리 알렌(피아노), 로버트 허스트(베이스), 에릭 할란드(드럼)로 구성된 새로운 쿼텟을 이끌고 녹음한 이 앨범도 편안한 서정과 진보적 긴장사이를 오가는 음악을 담고 있다. 앨범에서 노장 색소폰 연주자는 열정을 순화시킨 차분한 연주를 펼치면서도 그 안에서 극적인 움직임을 통해 자신의 음악이 마냥 달콤한 것으로만 비춰지기를 거부한다. 곡 자체에 내재된 발라드적 성향을 유지하면서도 젊은 시절의 뜨거움을 적절히 결합하여 연주한 'Ne Me Quitte Pas'가 대표적인 경우다. 그렇다고 어려운 앨범은 아니다. 모든 연주가 연주자의 감성을 기반으로 하고 있기 때문이다. (글:최규용)"
855,11111101,IDIOTAPE (이디오테잎),국경 없는 전자 음악의 향연,"전기충격, 감전. 이 팀의 음악을 설명하는 키워드다. 이디오테잎(Idiotape)은 디구루(Dguru), 제제(Zeze), 디알(DR)로 구성된 일렉트로닉 록 밴드다. 혹자는 TV 프로그램 <더 지니어스>를 통해 음악을 접했을 테고, 누군가는 전자음악 팬으로서 유심히 지켜봐 왔을 테다. 어쨌거나 이디오테잎의 데뷔는 말 그대로 ‘등장’이었다. 그들의 음악은 한국 대중음악계에 유례없는 사운드였다. 60~70년대의 록 음악을 기반으로 하면서도 록에서 주요한 전자 기타와 베이스는 사용하지 않는다는 점이 특이사항이다. 대신 신시사이저와 무그, 리얼 드럼이 그 자리를 채우며 모든 소리를 구현한다. 굵직하고 직선적인 신스 멜로디는 기타의 스트로크보다 강력하며, 디알의 박력 넘치는 드럼 비트가 리듬의 질주를 부추긴다. 전자음의 해체와 결합을 통해 록의 매시브하고 사이키델릭한 감각을 완성했다. 요컨대 기존의 감수성을 새로운 방식으로 표현했다. 이디오테잎은 ‘밴드’에 무게 중심을 두고 라이브의 완성도에 심혈을 기울이면서, 전자음악이 제시할 수 있는 소리의 다양한 형태와 배치에 대해 탐구한다. 가사 없는 음악은 언어를 뛰어넘는 음악이 되어, 해외에서도 스포트라이트를 받았다. 미국의 음악 축제인 사우스 바이 사우스 웨스트(SXSW), 일본의 서머 소닉(Summer Sonic), 서울소닉 북미 투어 프로젝트 참여 등 바깥으로도 활발히 활약했다. (글:정은정)"
856,Neighbourhood,Manu Katché,마뉘 카쉐의 탁월한 리더로서의 모습을 드러낸 앨범,"프랑스 출신의 드럼 연주자 마뉘 카쉐는 피터 가브리엘, 스팅, 자니 미첼 등의 세션 드럼 연주자로 활동하다가 1990년대에 얀 가바렉 그룹의 멤버로 합류하면서 ECM과 인연을 맺었다. 하지만 자신의 이름을 건 앨범은 그로부터 한참의 시간이 지난 후에야 나온다. 이 앨범은 ECM에서의 첫 앨범으로 얀 가바렉, 토마추 스탄코와 그와 활동하던 마르신 바실레프스키와 슬라보미르 쿠르키에비츠 등과 함께 쿼텟 편성으로 녹음되었다. 대부분의 드럼 연주자들은 자신의 앨범에서 드럼 연주보다는 평소 드러내지 못했던 멜로디 감각을 드러내곤 하는데 마뉘 카쉐도 마찬가지였다. 매 곡마다 서정이 풍부한 작곡, 편곡 능력, 그리고 쟁쟁한 연주자들을 하나로 모으는 탁월한 리더로서의 모습을 드러냈다. (글:최규용)"
857,아편굴 처녀가 들려준 이야기 (Secret Stories Heard From A Girl Of An Opium Den),모임 별(Byul.org),모임 별의 파편적 사운드,"‘모임 별’은 친구들의 소소한 만남이 창작 활동으로 이어진 예다. 초기에는 술자리에서 발전한 잡지 제작 프로젝트였다. 이들은 동고동락하며 지낸 일상에서 체득한 경험과 감정을 자연스럽게 음악에 담았고, 미국의 음반사 벌트 토스트 바이닐(Burt Toast Vinyl)의 제안으로 음반을 준비하게 되었다. 모임 별의 음악은 공통분모로 ‘불분명한 경계’를 띠고 있다. 물에 적신 듯이 리버브가 잔뜩 끼인 연주와 힘 없이 내뱉는 보컬, 잠결에 쓴 짤막한 일기처럼 파편화된 가사가 여기에 해당한다. '2'와 '진정한 후렌치후라이의 시대는 갔는가'는 영화 <고양이를 부탁해>의 O.S.T로도 쓰였는데, 10년 후에야 정규 앨범이 발매되었다. 모임은 점차 시간이 지나면서 디자인？브랜딩 집단으로 변모하여, 이들의 음악 작업은 기약할 수 없게 되었다. 하지만 구성원 중 일부는 음악 활동은 계속 이어나갔다. 이윤이는 '트위들덤'을 결성하여 앨범을 발매하였고, 조월은 '우리는 속옷도 생겼고 여자도 늘었다네'의 멤버로 활약했으며 현재 간간이 솔로 활동을 하고 있다. (글:정은정)"
