,album titles,artists,cleaned_sentences
3903,One,펑카프릭 부스터,펑카프릭 부스터 장르 오르간 연주자 지훈 밴드 펑카프릭 부스터 오르간 콩가 악기 동원 구성 취하 동시 현장 서로 간의 테이크 녹음 이처럼 재즈 근간 소울 훵크 사운드 근본 탐구 과정 장르 관능 이중 매력 지니 오르간 소리 십분 지훈 특기 이자 장점 결과 커녕 본능 감정 박준우
3904,Still-A-Live (Club Master Plan Last Live Album),Various Artists,홍대 힙합 신의 성지 마스터플랜 마지막 기록 홍대 힙합 신의 성지 클럽 마스터플랜 마지막 이자 라이브 실황 일종 자료 나름 가치 지니 마스터플랜 아티스트 명단 나름 의미 지니 모든 멤버 라이브 실력 상대 녹음 환경 제법 퀄리티 감상 포인트 녹음 깨알 멘트 나름 재미 한국어 방법론 측면 실험 보장 시대 추억 처음 진의 전혀 모습 충격 박준우
3905,네가이곳에서보게될것들 (Things You Are Going To See Here),조월(Jowall),계산 감정 덩어리 한국 면적 감수성 달리 질적 느낌 보이스카웃 수도 공간 미니 산불 멜로디 수도 도시 노이즈 세례 수도 개별 트랙 감지 인상 지점 즉각 감정 분출 세밀 직조 계산 결과물 청자 질감 원인 일지 의외 야기 감정 진폭 청승 감정 방법 여러 가지 방법 택했다 결과 성공 정구
3906,스트레칭 져니,스트레칭 져니,스트레칭 농담 애환 우드 펀딩 서비스 텀블벅 스트레칭 마지막 후원 프로젝트 마음 스트레칭 여행 표현 밴드 이름 표현 이름 고막 심장 느낌 동춘서커스 펑크 트로트 노이즈 노미 후지산 가사 위악 키치 단어 정리 기기 음반 애환 범상 치가 한국 정서 루저 의식 클리셰 이기 소리 바보 정도 로큰롤 표현 가사 정구
3907,Partial Eclipse,49 몰핀즈(49 Morphines),몰핀 한국 헤비 니스 극단 모든 장르 나름 재적 기준 미학 헤비 니스 마찬가지 몰핀즈 데뷔 장르 내의 미학 보편 타당 쟁취 시도 절규 공간 사운드 트레몰로 주정 대폭발 포스트 구조 일부 소리 한국 헤비 니스 사운드 극단 위치 트랙 단위 강박 구조 사성 추구 결과 포스트 메탈 장르 장미 숭고 미가 특성 혼돈 가장자리 위치 극한 형성 치의 타협 극단 추구 역설 의미 정구
3908,반성의 시간 (Time Of Reflection),백현진,백현 때로는 때로는 기본 스토리텔링 반성 모습 가지 청자 꽁치 통조림 소주 베개 구체 상징물 덕분 기억 자위 고단 별로 현실 묘사 냄새 풍기면 청자 실감 자극 현실 감정이입 순간 신스 소리 드럼 베이스 비트 백현 진의 위악 목소리 감정이입 이건 정신 시궁창 피로 반성 위악 사운드 사이 솜씨 줄타기 때로는 때로는 현실 줄타기 젠체 까닭 현실 조롱 성찰 결과물 이기 반성은 정구
3909,Acid Trip,머스탱스(The Mustangs),머스탱 보디빌더 근육 육중 사운드 근육 질의 싸이키 델릭 머스탱 음반 보디빌더 근육 육중 사운드 인상 싸이키 델릭 데뷔 사운드 기억 소리 머스탱 무기 사운드 남아 증명 재즈 도입 부로 시작 어두움 환희 사운드 온갖 종류 소리 머스탱 소리 매력 극대 구조 찾기 고민 증거 동시 사운드 싸이키 델릭 소리 최대한 강조 한층 과잉 밴드 절제 과잉 육중 과잉 헛된 선택 증명 정구
3910,그림자 궁전,그림자 궁전,그림자 궁전 적함 싸이키 델릭 그림자 궁전 싸이키 델릭 기본 색깔 영미권 한국 과거 싸이키 델릭 아티스트 영향 스텔라 사운드 프로덕션 싸이키 델릭 적함 거리 적함 대신 자리 드라이브 얼굴 템포 연주 드럼 베이스 위로 스텔라 목소리 질주 까딱 거리 질주 중화반응 광물 여자 트랙 거리 우주 공주 세모 수표 맹세 산성 알카리 라임 가사 웃음 요소 정구
3911,Champions,챔피언스(Champions),챔피언스 년대 계보 세기 모던 년대 영미권 슈게이징 장르 영향 감성 멜로디 모던 장르 델리스파이스 언니네 이발관 괄목 흐름 가지 챔피언스 흐름 미약 망정 증명 기억 하나요 손돌 바람 트랙 모던 감성 측면 복원 낙원 소리 청자 모던 사운드 스팽글 복원 성격 상징 모던록 클럽 스팽글 송가 동시 복원 후반 부로 갈수록 공간 대화 트랙 배치 모던록 방향 제시 챔피언스 시도 시도 이유 정구
3912,우리는 속옷도 생겼고 여자도 늘었다네,우리는 속옷도 생겼고 여자도 늘었다네,속옷 여자도 한국 포스트 시발 포스트 스트 루멘 이름 칭하 속옷 여자도 이하 속옷 밴드 한국 장르 발자취 사랑 유람선 미니 자음 앰비언트 사운드 밴드 이자 마지막 두우 서도 감성 진동 스트 루멘 문법 완성 프렌지 로로스 리스 펙트 뷰티 다이브 계보 한국 포스트 밴드 공통 속옷 밴드 아우라 장르 증명 굳이 영향력 자체 매력 몽환 사운드 메이킹 멕시코 열차 드라이브 지난 정구
3913,Every Time We Fall,긱스(The Geeks),긱스 질주 폭발 샤우팅 스트레이트 엣지 하드코어 펑크 하위 문화 장르 문화 담배 마약 그로 발생 무분별 생활 방식 반대 입장 취하 고민 성찰 추구 문화 긱스 한국 하드코어 스트레이트 엣지 노선 취한 선구자 평가 데뷔 정신 고스 광폭 사운드 드럼 사운드 중심 시종일관 공격 질주 소리 기석 목소리 멤버 외침 기석 샤우팅 특성 전체 에너지 선동 메시지 규합 역할 수행 순간 목도 정구
3914,우리는 깨끗하다,구남과여라이딩스텔라,라이딩 스텔라 댄서블 그루 일렉트로닉 트랙 뽀뽀 비트 고막 저편 신시사이저 고문 당한 꿀렁거리 소리 처음 라면 일렉트로닉 의심 소리 루프 반복 가지 소리 견인 간다 눈치 싸이키 델릭 내내 유지 변주 댄서블 트랙 계속 이제껏 일렉트로닉 결합 홍보 문구 영미 라이딩 스텔라 데뷔 진정 독창 정구
3915,Rough Draft In Progress,할로우 잰(Hollow Jan),할로우 처절 절규 한국 스크리모 포스트 메탈 할로우 데뷔 통해 한국 헤비 니스 스크리모 장르 가시 개척 우뚝 마이너 장르 최초 시도 아티스트 항상 과대 평가 혐의 다행 혐의 고유 미학 통해 돌파 반복 악곡 구조 리프 선율 나레이션 한국어 철학 가사 짐승 소리 요소 과잉 할로우 격하 진동 사운드 통해 과잉 숨기 청자 역설 과잉 설득 부여 동시 할로우 헤비 니스 밴드 구분 정체 명제 증명 정구
3916,입술이 달빛,소규모 아카시아 밴드,소규모 아카시아 밴드 구성 과거 음악가 과거 대하 방식 여러 가지 방법 방법 상관 불구 결과물 확률 방법 과거 재현 오마주 현재 관점 과거 방법 소규모 아카시아 밴드 두번째 입술 달빛 방법론 효과 활용 전형 예시 과거 트로트 뽕짝 멜로디 절충 활용 동요 변주 두꺼비 과거 소리 소규모 아카시아 밴드 소규모 포크 사운드 침범 발생 밴드 과거 사운드 활용 동시 활용 인식 상태 포크 트랙 방법 음악가 과거 대하 방법 방법 정구
3917,너희가 재앙을 만날 때에 내가 웃을 것이며 너희에게 두려움이 임할 때에 내가 비웃으리라 (잠언 1:26),불싸조,방법 성경 구절 제목 감칠맛 질주 노이즈 멜로디 한국 영화 힙합 라이브 종횡무진 샘플링 아마추어 만화 커뮤니티 속지 만화 불현듯이 청자 마음 밀고 서정 조의 음반 웃음 요소 잡고 몰입 요소 공존 영역 요소 결과 관점 가지 청자 희귀 기능 샘플링 음덕 멜로디 대사 헛웃음 마지막 트랙 제이 눈물 방법 방법 정구
3918,밤비록스,피들밤비(Fiddle Bambi),밤비 복고 기반 밤비 록스 퍼즈 결코 리프 동요 년대 그룹 사운드 구체 산울림 연상 복고 느낌 보드 소리 의미 서사 전달 밤밤 비밤 랄라라 추임새 집중 가사 소리 복고 기반 포지션 위치 한국 과거 방식 위악 키치 황신혜 밴드 탐구 호선 버터플라이 트리뷰트 재현 장기하 얼굴 밤비 과거 무게 부여 괄목 결과물 밴드 이전 지점 밤비 록스 중요성 중요성 지기 아이스 레몬 그린티 멜로디 나은 선택 일지 정구
3919,Lo-Fi Dancing Star,스타리-아이드(Starry-Eyed),스타 리아 이드 불명료 사운드 노이즈 슈게이징 포스트 노이즈 적극 활용 장르 사운드 요소 굳이 마이 블러디 발렌타인 슈게이징 걸작 파운드 노이즈 사운드 메이킹 선행 노이즈 리기 스타 이드 데뷔 분명 슈게이징 불구 사운드 노이즈 매력 감소 노이즈 사운드 기능 대신 정서 측면 자극 파이 사운드 멜로디 시너지 발생 한국 노이즈 활용 여타 아티스트 스타 이드 구분 지점 정구
3920,자각몽,잔향(殘香),잔향 매력 자각몽 즉각 레퍼런스 년대 중후 반의 라디오헤드 등장 일군 포스트 라디오헤드 밴드 잔향 동시 대의 모던록 밴드 수도 여타 밴드 잔향 차별 지점 년대 년대 하드록 기운 이순용 스키 목소리 사뭇 전적 모던록 요소 레퍼런스적 측면 흥미 로움 견실 송라이팅 비탈 거리 멜로디 감각 당시 동경 후반 부의 노이즈 평면 수도 포인트 전반 의미 매력 지난 정구
3921,極座漂(극좌표),아마츄어증폭기,아마츄어증폭기 미숙 사이 좌표 한국 이름 가지 의미 처음 등장 비교 정도 공연 공연장 바깥 일렉트로닉 뮤지션 야마가타 트윅스 펑크 밴드 스트레칭 베이스 홍대 출몰 리어카 구루 루마 주인 이자 두리반 시작 자립 음악생산 조합 창단 활동 역사 페이지 장식 포크 뮤지션 증폭기 이름 증폭기 극좌표 파이 개인 당시 주류 개인주의 사뭇 포크 플랫 활용 멜로디 우울 청승 거리 소년 때로는 가사 결코 감각 송라이팅 마음 요소 가득 극좌표 이정표 역할 수성랜드 원뿔 존재 뮤지션 정수 음반 극좌표 정구
3922,네눈박이 나무밑 쑤시기,네눈박이 나무밑 쑤시기,눈박 나무 밀도 연주 타협 소리 때로는 때로는 페달 거리 관능 베이스 적재적소 심벌 인상 드럼 주술 울림 엮이면 싸이키 델릭 단어 수렴 눈박 나무 시기 처음 이자 마지막 소리 요약 문장 사운드 문장 요약 이유 소리 정도 밀도 자랑 눈박 나무 재주 대신 모든 연주 동원 타협 소리 결과 장르 역사 맥락 의존 연주 요소 거리 스타일 정서 사운드 연주 년대 눈박 나무 시기 태도 희귀 정구
3923,거울놀이,잠(Zzzaam),담요 온기 노스 거울 온도 봄바람 겨울 담요 앰비언트 신스 자장가 성격 상징 소리 소리 적극 활용 향수 복고 노스 어의 손수건 심상 소리 년대 레퍼런스 시대 지향 다기 하나로 규정 시절 향수 자극 지난 전통 슈게이징 노이즈 방법론 사운드 텍스쳐 집중 마지막 거울 통해 사운드 시공간 풍경 시험 풍경 커버 흐릿 파편 불구 정구
3924,Time Table [2010 Remastered ver.],3호선 버터플라이(3rd Line Butterfly),호선 버터플라이 시공간 포착 풍경 제목 시간표 문자 해석 탁자 탁자 인상 청자 전달 호선 버터플라이 년대 조선 짜스 년대 싸이키 델릭 년대 그룹 사운드 한국 통신 비정규직 노조 시공간 소리 채취 채취 소리 밴드 잡식 방법론 생명력 펑크 삐뚤빼뚤 원래 노이즈 사운드 때로는 색깔 싸이키 델릭 사랑 구현 질료 고루 인상 자유 동시 추상 영역 거리 특성 명반 느낌 과거 생동감 정구
3925,Bluedawn,푸른새벽,푸른새벽 새벽 소리 가지 정성 우울함 더더 활동 한희정 데미안 정상훈 예명 가지 결합 포크 듀오 푸른새벽 어쿠스틱 드럼 트릭 자음 목소리 새벽 소리 서정 우울 감정 내면 침잠 방향성 띤다 효과 가사 멜로디 사운드 메이킹 대화 모든 소리 해상 어딘가 마냥 시종일관 대고 한희정 모든 모든 특성 정도 비어 공간 형성 일조 의도 의도 푸른새벽 우울 전달 방법론 개척 정구
3926,Staccato Green,스웨터(Sweater),스웨터 작고 발매 당시 비평 반응 대략 이아립 프론트우먼 달콤 무기 밴드 이한철 거물 프로듀서 긍정 부정 영향력 주류 가요 선택 모던 록팝 정도 맥락 초점 장선 평가 수식어 지난 명멸 작고 사운드 정서 스웨터 지고 인상 별똥별 멜로디 바람 결벽증 멜랑꼴리 명제 세월 증명 가치 정구
3927,The Portrait Of Your Funeral [Extended Version],바세린(VASSLINE),바세린 동성 메탈코어 자체 정립 년대 한국 헤비 니스 중요성 기준 평가 짐작 바세린 데뷔 당시 태동 거치 한국 펑크 하드코어 처음 하드코어 템포 공격성 서정미 대화 메탈릭 리프 조화 이전 한국 헤비 니스 형식 메탈코어 탄생 바세린 메탈 방향성 채택 방향성 형식 사운드 동성 시작 순간 포착 데뷔 정구
3928,자유혼(自由魂),김두수,김두수 극한 자의식 예술 예술 무게 태도 취해 김두수 자유혼 청자 질문 직접 보헤미안 강원도 산간 은둔 생활 어가 외적인 배경 배경 초월 우수 김두수 목소리 시적 자체 가사 해당화 명상 듯이 소리 테크니컬 싸이키 델릭 소리 연주 자유혼 내적 음악가 자의식 예술 극한 가득 자의식 예술 진정 수식어 붙이 프레임 틀짓기 진정 허상 개념 고민 세기 초입 등장 예술 고민 해답 고민 평가 필요 정구
3929,대조선펑크 노브레인: 청년폭도맹진가,노브레인(No Brain),노브레인 청춘 컬리 만난 조선 펑크 청년폭도맹진가 가치 역설 노브레인 밴드 모습 비교 수준 응원가 행사 분위기 쓰기 노브레인 현재 행보 데뷔 가치 올린다 한국 진정 성의 아이러니 외부 요인 청년폭도맹진가 자체 스트레이트 자체 오이 펑크 정열 펑크 라이더 스카 펑크 알라 뽕끼 충만 브라스 세션 청춘 불꽃 뜬금 관광버스 일렉트로닉 펑크 리믹스 메들리 펑크 표현 모든 영역 청춘 애환 가사 조선 펑크 단어 표현 한국 컬리 씨줄 날줄 규합 한국 형식 태도 정도 노브레인 가능성 스스로 현재 모습 더욱 정구
3930,A & R Sulco 1,Various Artists,년대 한국 일렉트로닉 나침반 특정 장르 부흥 현상 필레 국내 일렉트로닉 뮤직 관심 시기 음악가 트랙 엮거 필레 발매 유행 발표 당시 매니아 동향 회이자 입문 일렉트로닉 장르 음반 지누 로맨틱 카우치 세인트 바이너리 판다 프로젝트 하임 프랙탈 이스트 에이 한일 뮤지션 음반 현재 에너지 당시 음악가 장점 작용 효선
3931,We Are All Together,시와무지개(SiwaRainbow),무지개 포크 모던 싱어송라이터 무지개 포크 기타리스트 이자 사운드 디자이너 활동 류승현 프로젝트 그룹 연주 녹음 믹싱 마스터링 해결 프로젝트 포크송 모던록 싱어송라이터 기타리스트 시도 기존 류승현 거리 프로젝트 성격 기존 스타일 형식 도전 느낌 수가 놀이 공원 이나 루루 통해 가능성 확인 효선
3932,Bedtime Story,세인트바이너리(SaintBinary),세인트 바이너리 몽환 일렉트로닉 동화 세인트 바이너리 한국 세대 통해 드럼 베이스 대중 감각 클래식 음악인 가정 덕분 이론 지식 바탕 멜로디 비트 짜임새 구성 서양 잠자리 부모 동화 의미 전형 하우스 몽환 면서 멜로디 자랑 소녀 목소리 여성 가사 미국 동요 꼬마 인디언 소년 곡명 음으로 동화 버전 변환 테크노 리믹스 리듬 리믹스 년대 아날로그 신스 사운드 구현 리믹스 감상 효선
3933,Trampauline,트램폴린(Trampauline),트램폴린 국적 신스팝 원맨밴드 트램폴린 국내 여성 신스팝 뮤지션 차효선 연주 프로듀싱 레코딩 모든 과정 발표 어쿠스틱 신스팝 서로 장르 뉴웨이브 사운드 국적 무드 정취 덕분 장소 장소 기분 계속 반복 비트 분위기 지루함 유발 단점 보완 리듬 기타리스트 나은 듀오 형태 서울 패션위크 컬렉션 감독 이자 사람사람 활동 은천 프로듀서 합류 트램폴린 더욱 비트 사운드 무장 효선
3934,Haihm,Haihm(하임),하임 컴퓨터 프로그래밍 완성 진짜 일렉트로닉 일렉트로니카 표방 난무 시기 실제 악기 컴퓨터 프로그래밍 완성 진짜 일렉트로닉 하임 모든 녹음 믹싱 준비 대중 멜로디 가지 일렉트로니카 사운드 완성 가수 그룹 리믹스 작업 하임 해인 윤상 카입 슈퍼드라이브 구성 유닛 모텟 계기 디엠 장르 더욱 관심 가지 올해 디엠 기반 발매 온도 질감 사운드 믹싱 변화 공간 글리치 사운드 확장 음악세계 효선
3935,KAYIP,카입(Kayip),카입 전자음악 그린 풍경 가득 글리치 디엠 비언 유럽 일본 미국 왕성 확장 장르 불구 한국 좀처럼 듣기 일렉트로니카 하위 장르 래서 카입 영국 현대 공부 유럽 북미 지역 발표 데뷔 해외 먼저 발매 국내 발매 풍경 느낌 소리 접근 철학 장르 개념 함몰 스타일 서정 몽환 사운드 스케 이프 실험 소리 질감 표현 굳이 경력 언급 효선
3936,Mozosonyon (모조소년),모조소년(달파란 & 병준),소년 달파란 병준 멜로디 대중 소년 시나위 삐삐밴드 거치 활동 달파란 삐삐 스타킹 원더 버드 활동 권병준 인조 일렉트로닉 밴드 가요 멜로디 라틴 보사노바 리듬 일렉트로닉 하우스 사운드 접목 대중 접근 마음속 깊이 세상 지난 손색 멜로디 가지 달파란 현재 영화 무용 장르 경계 작업 어가 권병준 네덜란드 유학 사운드 디자이너 실험 전자음악 사운드 영역 확장 효선
3937,Machine Kid,모하비(Mojave),모하비 미니 추상 사운드 스케 이프 모하비 국내 발매 테크노 뮤지션 세대 한국 뮤지션 시작 국내 최대 통신 테크노 동호회 세기 그루브 기획 제작 이름 모하비 테크노 전자음악 동사 타나토스 스튜디오 자체 제작 레코딩 보편화 시절 선구자 비트 전작 사운드 미니 추상 사운드 스케 이프 모든 트랙 기계 고찰 탐구 애착 감상 추천 이유 효선
3938,철갑혹성(鐵甲惑星),캐스커(Casker),캐스커 여유 일렉트로니카 라운지 년대 한국 테크노 열풍 이전 테크노 매니아 통신 동호회 국내 최초 테크노 필레 발매 통해 처음 이름 캐스커 본명 이준 철갑 혹성 발표 탱고 보사노바 라틴 리듬 스타일 해석 선율 가미 감각 일렉트로니카 라운지 이전 정통 테크노 사운드 방향성 달리 특징 한국 럭트 지평 이유 철갑 혹성 융진 소울 에바 아스트로 비츠 리믹스 버전 이슈 캐스커 결성 이준 이름 데뷔 솔로 발표 캐스커 스타일 효선
3939,Another One,가재발(Gazaebal),가재 테크노 매니아 선물 가재 발의 주인공 이진원 뉴욕 쿼드 코딩 스튜디오 사운드 트랙스 코딩 스튜디오 하우스 엔지니어 감각 다가 한국 세대 음악가 레이브 국내 한국 최초 테크노 필레 기획 이름 시작 한일 합작 통해 일본 진출 데뷔 발표 대중 전작 달리 테크노 매니아 느낌 바나나 이름 발표 테크노 대중화 움직임 당시 클럽 최고 인기 바나나 엉덩이 걸그룹 스칼렛 리메이크 인기 재발 현재 태싯 그룹 멤버 활동 효선
3940,안내섬광(眼內閃光),W(Where The Story Ends),멜로디 간직 파이 일렉트로니카 발현 테크노 열풍 한국 일렉트로닉 부흥 살짝 주춤 시기 리더 배영준 홈페이지 서비스 바탕 웨어 스토리 그룹 결성 음악사 맥락 이전 정통 테크노 사운드 달리 멜로디 기초 소프트 파이 일렉트로니카 한국 일렉트로니카 시기 포문 레코딩 제작 훌쩍 지난 전혀 침식 이나 기도 마스터링 버전 정도 효선
3941,수집가,데이트리퍼(Daytripper),데이트 리퍼 노이즈 수집가 소품 데이트 리퍼 류한길 밴드 관심 관심 무심코 작업 소음 류한길 소음 소재 사운드 창조 노이즈 어진 소품 탄생 언니네 이발관 피처링 수증기 드림 적용 몽롱 멜로디 버브 인상 대부분 영문 제목 제외 한글 제목 점도 류한길 현재 소음 대하 표현 방식 공간 확장 현재 현장 소음 이용 즉흥 연주 진행 사운드 아티스트 활동 정은정
3942,Mojito,하우스 룰즈(House Rulez),하우스 퍼포먼스 전면 세운 하우스 하우스 룰즈 퍼포먼스 전면 멤버 프로듀서 이자 색소폰 연주자 서로 댄서 파코 효로 구성 객원 멤버 삐삐밴드 이윤정 매력 서로 멜로디 이용 무대 창조 자음 색소폰 악기 감성 향취 비보잉 연상 체험 대상 확장 가사도 구호 가사 의미 불명 가사 대표 자음 이펙트 재즈 보사노바 프렌치 감각 혼합 일렉트로닉 뮤직 감상 유희 대상 전환 음반 정은정
3943,Earth Power,에프톤 사운드(Ftone Sound),에프 사운드 세포 자극 감상 일렉트로닉 뮤직 에프 사운드 삐삐밴드 박현준 옐로우 키친 결성 듀오 아방가르드 극단 만남 일렉트로닉 뮤직 근원 탄생 캐나다 개월 동고동락 현지 뮤지션 교류 코딩 작업 래서 국적 멜로디 비트 보이 베테 완급 조절 질적 사운드 완성 자음 추구 피아노 어쿠스틱 악기 이용 가사 무언극 리스너 배려 윤희 미료 조원선 목소리 제외 에프 사운드 전면 세포 자극 감상 일렉트로닉 뮤직 표방 지향 악기 질감 효과 매력 정은정
3944,Twenties = Love,아워멜츠(Hourmelts),아워멜츠 본격 한국 재즈 시작 중후 반의 한국 시장 유행 흐름 시부야케이 라운지 클래지콰이 성공 가도 오리 펑크 스튜 로맨틱 카우치 그룹 유행 파도 가운데 아워멜츠 독자 노선 모색 국내 일렉트로닉 뮤직 본격 재즈 차별성 독창 재즈 허소영 재즈 보사노바 샹송 올드팝 무리 소화 모습 자음 멜로디 그랜드 피아노 현악기 화학 작용 정은정
3945,Space Fantasy,신빠람 이박사,신빠람 이박사 뽕끼 뽕짝 테크노 성인 가요 구분 뽕짝 시대 조류 파악 테크노 도입 당시 이박사 일본 활동 문화 수용 속도 회전 일본 테크노 일기 시작 시기 유행 포착 이박사 애드리브 유지 멜로디 테크노 인기 한국 역수 입하 지경 인기 실감 국내 테크노 접목 발매 테크노 사운드 붙이 한국 테크노 재발 일임 뽕짝 테크노 완성 이박사 사운드 목소리 의상 적극 무대 매너 겸비 사이 폭발 인기 정은정
3946,Instant Pig,클래지콰이(Clazziquai),클래지콰이 한국어 가사 애시드 재즈 라운지 클래지콰이 전파 발매 과정 클래지 음반 인터넷 통해 먼저 개인 홈페이지 공개 리스너 캐나다 유학생 서울 클럽 풍경 사례 유명 먼저 소속사 계약 체결 음반 발매 호란 알렉스 클래지콰이 거듭 한국 시장 프리템포 인코그니토 자미로콰이 한국어 가사 출현 시부야케이 시드 재즈 국내 갈증 해답 한편 장르 리트머스 지로 작용 트랙 하우스 애시드 재즈 시부야케이 보사노바 라운지 장르 클래지 해외 스타일 전면 수용 아이디어 감각 적용 사운드 주조 정은정
3947,Mo:Tet,모텟(Mo:Tet),모텟 치의 오차 정밀 세공 노이즈 사운드 모텟 윤상 카입 이우 슈퍼드라이브 강주 노로 구성 유닛 작업 초점 소리 형태 종류 슈퍼드라이브 외국 거주 마이스페이스 이메일 통해 파일 완성 지니 배경 토대 사운드 구현 디지털 장비 통신 오류 발생 노이즈 사운드 모든 통일 자연 소리 사운드 구조 질감 한국 초기 사운드 달리 모든 소리 여백 계획 공식 정밀 세공 카입 슈퍼드라이브 계속 활동 윤상 지난 일렉트로닉 뮤직 발표 장르 지속 관심 보이 정은정
3948,A Weird Popularity,고트 앤 멍키(Goat And Monkey),고트 멍키 촘촘 질감 실험 드릴 베이스 솔로 프로젝트 고트 멍키 국내 앰비언트 테크노 익스페리멘탈 테크노 드릴 베이스 스타일 전작 앰비언트 집중 자음 배치 심혈 드릴 베이스 촘촘 질감 중심 익스페리멘탈 사운드 선사 에이펙 트윈 스퀘어 푸셔 변신 인상 음반 해외 음악가 모사 수준 지적 수도 외국 형성 장르 대하 연구 실습 보고서 완성 결과물 이유 고트 멍키 독창 거나 대중 무리 한국 선구자 위치 부정 정은정
3949,Archetype Objet,톡식바이어스플뤠르아이비(Toxicbiasfleurivy),톡식 바이어스 플뤠르 아이비 사운드 치환 오브 톡식 바이어스 플뤠르 아이비 이하 목적 완성 미술 제시 미술 활동 재연 김창희 결성 듀오 현대 미술 개념 근거 소리 이용 예술 의도 작업 시작 듀오 자음 재료 요소 건축 배열 완성 사운드 치환 오브 제의 성격 띤다 트랙 익스페리멘탈 뮤직 드럼 베이스 브레이크 비트 앰비언트 일비 차용 사운드 오브 완성 데스크 하나로 제작 계획 다기 벽돌 요소 방식 택했다 창작 우연 필연 상태 창작 완성 개입 관찰자 패러독스 발생 사운드 미술품 탄생 정은정
3950,Day Is Far Too Long,전자양,전자양 레코딩 완성 감성 포크트 포크 결합 전자양 노이즈 연주가 씨실 날실 엮어져 잡음 멜로디 내내 위로 흐름 전개 어쿠스틱 사운드 번지 감성 분위기 레코딩 파이 질감 숙명 몽롱 분위기 형성 일조 전자양 어쿠스틱 사운드 주제 감성 미래 지향 이미지 대신 구름 소년 해파리 제목 가사 모티프 달리 재미 일렉트로닉 뮤직 포크 차용 대중 접근 시도 음반 정은정
3951,Acceptable Range,데미캣(Demicat),데미 재즈 정서 관통 도회 일렉트로닉 데미캣 클럽 레지던트 활동 대중 취향 파악 동시 트렌드 부합 트랙 선곡 싱글 발휘 단번 리스너 사이 소문 정규 본격 세계 가감 모든 트랙 특이점 하우스 기반 재즈 정서 관통 평소 재즈 데미캣 의도 설치 요소 느낌 흉내 실제 재즈 악기 코드 리듬 샘플 곳곳 사용 태완 금비 피처링 섭외 프로듀서 하우스 리듬 방법 서도 연구 정은정
3952,Shines In The Dark,황보령=Smacksoft,황보령 장르 질감 귀가 고양이 데뷔 태양륜 기점 스맥 소프트 결성 학업 미국 발매 황보령 펑크 슈게이징 포스 덥스텝 장르 불리 장르 포섭 경계 자유 자재 황보령 스맥 소프트 질감 사운드 감각 자극 충돌 회화 이미지 치환 부제 가지 수록 한숨 마스터링 버전 미술 가로 활동 아트워크 발매 효선
3953,Life Is Strange,서울 전자 음악단,서울 베이스 드럼 사운드 명반 리스트 이름 평단 사랑 할애 리프 다이나믹 베이스 라인 드럼 소리 질감 세대 태동 이전 복고 뉘앙스 싸이키 델릭 하드 형식 표방 전작 몽환 신윤철 김정욱 거리 베이스 신석철 드럼 날줄 씨줄 소리 한시 수가 전음 라이브 진가 발휘 밴드 해체 공연장 마음 라이브 음원 달래 효선
3954,Individually Wrapped,드린지 오(Dringe Augh),어쿠스틱 목소리 밀고 포크 클럽 필레 페퍼민트 오나니 밴드 활동 밴드 해체 포크 솔로 활동 시작 미국 스타일 포크 년대 영국 피어 브리티시 포크 변칙 튜닝 어쿠스틱 핑거 피킹 일상 감상 독자 개성 어쿠스틱 밀고 포크 어쿠스틱 목소리 공기 흐름 공간 포크 추천 이유 효선
3955,Pax (팍스),로로스(Loro's),로로스 평화 갈망 서정 포스트 로로스 도재 보드 제인 첼로 김석 베이스 진실 최종 남규 드럼 멤버 구성 밴드 악기 구성은 몽환 서정 사운드 더욱 표현 가사 멜로디 전체 소리 집중 풍경 모던 슈게이징 대의 포스트 흐름 일맥상통 맥락 가지 자주 규어 로스 비견 기도 통해 더욱 발전 실험 사운드 검증 개척 로로스 언어 세계 구축 사운드 이미지 전달 무척 기대 효선
3956,빵 컴필레이션 3 - Live Club Bbang,Various Artists,대중 가교 년대 인디 관련 필레 통신 동호회 클럽 중심 활동 뮤지션 레이블 소속 뮤지션 중심 기획 가지 대략 구분 이대 후문 자리 라이브 클럽 홍대 공간 이동 이전 필레 필레 필레 발매 홍대 실력 인정 시작 뮤지션 라이브 클럽 레이블 정체 효과 대중 알리 대중 가교 역할 인상 활동 어가 뮤지션 초창 발견 재미 효선
3957,첫번째 병풍 - 반도의 끝 (End Of The Bando),이아립,이아립 청자 위로 개인 레이블 통해 소량 제작 유통 스웨터 프론트 우먼 이아립 병풍 이름 개인 레이블 통해 솔로 반도 발표 레코딩 파이 사운드 수가 전반 포크 분위기 서정 가사 녹음 방식 덕분 꾸밈 목소리 청자 위로 기분 전달 이아립 장의 솔로 밴드 라이 이자 집시스윙 밴드 집시 피쉬 오케스트라 기타리스트 이호석 하와이 듀오 활동 구축 효선
3958,이장혁 Vol.1,이장혁,이장혁 개인 경험 공감 년대 중반 언니네 이발관 델리 스파이스 미선이 세대 밴드 밴드 이장혁 밴드 해체 클럽 필레 발표 솔로 활동 시작 이듬 해인 발매 포크록 중심 성찰 가사 명반 리스트 평단 대중 검증 사랑 이유 개인 경험 가사 불구 공감 보편성 지니 이장혁 맥락 어가 효선
